WEO Country Code;Country;Subject Descriptor;Units;Scale;Country/Series-specific Notes;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;Estimates Start After
122;Austria;Current account balance;Percent of GDP;;Source: Central Bank Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6);-4.776;-4.338;1.003;0.389;-0.266;-0.230;0.210;-0.216;-0.181;0.186;0.699;0.035;-0.385;-0.532;-1.467;-2.860;-2.838;-2.546;-1.852;-2.261;-0.706;-0.796;2.102;1.548;2.076;2.258;3.295;3.802;4.490;2.596;2.855;1.631;1.483;1.943;2.474;1.725;2.727;1.552;2.329;2.614;1.898;1.979;2019
124;Belgium;Gross domestic product, constant prices;Percent change;;Source: Central Bank. Data before 1995 were spliced with older series. Data from 1995 reflect current official series, following benchmark national account revision 1995-2018 released in Sept 2019. Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010. ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995. Data before 1995 are spliced with older series.;4.444;-0.279;0.595;0.312;2.466;1.652;1.823;2.307;4.723;3.469;3.137;1.833;1.531;-0.962;3.227;2.385;1.321;3.794;1.962;3.543;3.717;1.100;1.707;1.038;3.571;2.322;2.552;3.677;0.447;-2.021;2.864;1.695;0.739;0.459;1.579;2.033;1.511;1.965;1.458;1.365;-6.924;4.564;2019
124;Belgium;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;Source: Central Bank. Data before 1995 were spliced with older series. Data from 1995 reflect current official series, following benchmark national account revision 1995-2018 released in Sept 2019. Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010. ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995. Data before 1995 are spliced with older series.;105.354;114.999;122.831;128.039;135.932;142.547;148.068;155.230;168.294;180.960;193.622;203.840;211.677;214.608;226.263;236.517;244.030;257.656;265.667;279.051;295.892;305.707;315.844;325.048;345.719;364.764;385.394;410.300;420.149;414.798;431.650;448.135;460.107;470.329;486.596;501.655;514.508;534.496;555.502;572.902;536.621;572.053;2019
124;Belgium;Gross domestic product per capita, constant prices;"Purchasing power parity; percent change";;Source: Central Bank. Data before 1995 were spliced with older series. Data from 1995 reflect current official series, following benchmark national account revision 1995-2018 released in Sept 2019. Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010. ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995. Data before 1995 are spliced with older series.;3.842;-0.363;0.685;0.277;2.518;1.603;1.811;2.246;4.607;2.928;2.928;1.433;1.176;-1.418;2.897;2.082;1.197;3.517;1.741;3.325;3.460;0.860;1.250;0.588;3.167;1.837;1.913;2.961;-0.328;-2.806;2.040;0.209;0.055;-0.101;1.189;1.520;0.848;1.600;1.041;0.861;-7.404;4.024;2019
124;Belgium;Inflation, average consumer prices;Percent change;;Source: Central Bank Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015;6.656;7.626;8.723;7.663;6.348;4.868;1.296;1.554;1.162;3.105;3.453;3.167;2.257;2.485;2.396;1.267;1.765;1.503;0.907;1.135;2.679;2.435;1.548;1.517;1.857;2.537;2.328;1.816;4.489;-0.006;2.334;3.353;2.626;1.248;0.490;0.620;1.770;2.224;2.311;1.249;0.253;1.090;2019
124;Belgium;Inflation, end of period consumer prices;Percent change;;Source: Central Bank Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015;8.755;8.145;8.097;7.159;5.348;4.023;0.587;1.448;1.923;3.601;3.495;2.785;2.184;2.464;1.988;1.227;2.140;0.884;0.692;2.051;2.964;1.925;1.333;1.634;2.010;2.759;2.073;3.111;2.699;0.333;3.382;3.185;2.082;1.167;-0.391;1.450;2.204;2.059;2.198;0.922;-0.167;1.423;2019
124;Belgium;Unemployment rate;Percent of total labor force;;Source: Central Bank. Some indicators have been affected by the benchmark national account revision 1995-2018 released in Sept 2019. Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 04/2020;8.300;10.000;11.500;10.742;10.825;10.117;10.050;9.808;8.833;7.367;6.558;6.450;7.092;8.625;9.750;9.683;9.550;9.217;9.342;8.425;6.858;6.567;7.525;8.175;8.383;8.475;8.267;7.492;6.967;7.908;8.325;7.150;7.550;8.450;8.550;8.492;7.842;7.108;5.958;5.358;7.300;6.800;2019
124;Belgium;General government net lending/borrowing;Percent of GDP;;"Source: Central Bank Latest actual data: 2018 Fiscal assumptions: Projections are based on the 2019-22 Stability Programme, the Draft Budgetary Plan 2020, and other available information on the authorities? fiscal plans, with adjustments for IMF staff assumptions. Start/end months of reporting year: January/December GFS Manual used: European System of Accounts (ESA) 2010 Basis of recording: Accrual General government includes: Central Government; State Government; Local Government; Social Security Funds; Other; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans";-9.737;-16.028;-12.765;-15.028;-11.210;-10.395;-10.282;-8.137;-7.505;-7.818;-6.993;-7.672;-8.420;-7.709;-5.288;-4.509;-4.003;-2.151;-1.025;-0.648;-0.079;0.233;-0.044;-1.864;-0.239;-2.715;0.239;0.067;-1.095;-5.431;-4.088;-4.330;-4.319;-3.129;-3.056;-2.414;-2.365;-0.708;-0.740;-1.658;-8.875;-6.049;2018
124;Belgium;Current account balance;Percent of GDP;;Source: Central Bank. Data are subject to frequent and sizable revisions. The latest took place in Sept-Oct 2019 covering 2015-18, and retropolated to 2009. Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6);-3.999;-4.094;-2.898;-0.584;-0.067;0.799;2.622;1.926;2.277;2.255;1.817;2.319;2.914;5.144;5.280;5.339;4.954;5.471;5.120;7.764;3.965;3.335;4.501;3.398;3.098;1.995;1.850;1.496;-1.006;1.657;1.624;-1.940;-0.081;0.955;0.772;1.383;0.551;1.226;-1.385;-1.227;-0.702;-1.078;2019
156;Canada;Gross domestic product, constant prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: Yes, from 1980;2.163;3.503;-3.187;2.601;5.908;4.737;2.145;4.073;4.410;2.317;0.165;-2.086;0.900;2.661;4.494;2.694;1.619;4.280;3.896;5.163;5.178;1.790;3.018;1.802;3.087;3.204;2.634;2.072;1.004;-2.926;3.090;3.146;1.761;2.329;2.870;0.659;1.001;3.171;2.014;1.636;-6.226;4.246;2019
156;Canada;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;Source: National Statistics Office Latest actual data: 2019 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: Yes, from 1980;288.401;326.746;335.877;358.110;392.955;424.588;442.426;471.835;510.016;542.293;563.515;570.421;588.673;618.655;660.264;692.269;716.359;759.901;798.395;851.739;915.864;952.704;996.984;1,033.792;1,094.396;1,164.642;1,231.497;1,290.781;1,329.101;1,300.048;1,355.836;1,427.706;1,480.714;1,541.785;1,615.388;1,642.965;1,676.600;1,762.337;1,841.626;1,904.393;1,797.170;1,910.000;2019
156;Canada;Gross domestic product per capita, constant prices;"Purchasing power parity; percent change";;Source: National Statistics Office Latest actual data: 2019 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: Yes, from 1980;0.908;2.192;-4.339;1.577;4.911;3.778;1.149;2.770;3.030;0.575;-1.349;-3.327;-0.300;1.488;3.381;1.631;0.565;3.241;3.012;4.321;4.216;0.725;1.908;0.852;2.124;2.234;1.608;1.080;-0.063;-4.029;1.945;2.123;0.685;1.251;1.828;-0.147;-0.047;1.928;0.630;0.193;-7.525;3.126;2019
156;Canada;Inflation, average consumer prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2002;10.183;12.462;10.803;5.816;4.339;3.951;4.174;4.365;4.031;4.984;4.780;5.626;1.490;1.865;0.166;2.149;1.571;1.621;0.996;1.735;2.719;2.525;2.258;2.759;1.857;2.214;2.002;2.138;2.370;0.299;1.777;2.912;1.516;0.938;1.907;1.125;1.429;1.597;2.268;1.949;0.610;1.261;2019
156;Canada;Inflation, end of period consumer prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2002;7.337;12.355;9.638;4.661;3.664;4.133;4.386;4.202;4.087;5.203;4.917;4.111;1.788;1.814;0.039;2.052;2.049;1.004;1.141;2.365;3.128;1.069;3.820;1.708;2.293;2.305;1.389;2.496;1.841;0.787;2.228;2.661;0.993;0.956;1.974;1.273;1.414;1.833;2.054;2.062;0.220;1.590;2019
156;Canada;Unemployment rate;Percent of total labor force;;Source: National Statistics Office Latest actual data: 2019 Employment type: National definition Primary domestic currency: Canadian dollar Data last updated: 04/2020;7.517;7.617;11.100;12.000;11.375;10.508;9.608;8.800;7.775;7.508;8.150;10.317;11.217;11.375;10.392;9.467;9.608;9.092;8.292;7.567;6.833;7.225;7.667;7.575;7.158;6.758;6.292;6.033;6.158;8.358;8.000;7.500;7.325;7.100;6.925;6.900;6.992;6.342;5.833;5.667;7.474;7.214;2019
156;Canada;General government net lending/borrowing;Percent of GDP;;"Source: Ministry of Finance or Treasury Latest actual data: 2019 Notes: Fiscal data are on a calendar year basis. Government financial assets (used for the calculation of net debt) include currency and deposits, accounts receivable, short-term and other bonds, investment fund shares, loans, and equity. Fiscal assumptions: Projections use baseline forecasts in the December 2019 Federal Budget Update and the latest provincial budgets. The IMF staff makes some adjustments to this forecast, including for differences in macroeconomic projections. The IMF staff forecast also incorporates the most recent data releases from Statistics Canada?s Canadian System of National Economic Accounts, including federal, provincial, and territorial budgetary outturns through Q1 2020. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Comment: Preliminary data: based on quarterly data. Basis of recording: Accrual General government includes: Central Government; State Government; Local Government; Social Security Funds; Other; Valuation of public debt: Face value Instruments included in gross and net debt: Securities Other than Shares; Loans; Other Accounts Receivable/Payable; Other;. Gross debt includes debt securities, loans, life insurance and pension, and other accounts payable but excludes unfunded pension liabilities. Net debt is estimated as gross debt minus financial assets which include currency and deposits, debt securities, loans, equity and investment fund shares, and accounts receivable.";-4.044;-2.892;-6.898;-7.998;-7.940;-8.757;-7.322;-5.746;-4.511;-4.718;-5.911;-8.359;-9.199;-8.935;-6.936;-5.490;-3.053;0.039;0.143;1.656;2.640;0.529;-0.234;-0.127;0.768;1.553;1.828;1.820;0.184;-3.881;-4.738;-3.309;-2.525;-1.495;0.175;-0.062;-0.453;-0.126;-0.397;-0.393;-11.837;-3.843;2019
156;Canada;Current account balance;Percent of GDP;;Source: National Statistics Office Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6);-2.206;-4.180;0.485;-0.838;-0.457;-1.659;-3.060;-3.223;-3.060;-3.956;-3.432;-3.729;-3.607;-3.837;-2.376;-0.823;0.415;-1.337;-1.338;0.179;2.550;2.213;1.735;1.231;2.345;1.927;1.445;0.823;0.147;-2.909;-3.562;-2.712;-3.534;-3.141;-2.320;-3.495;-3.088;-2.811;-2.496;-1.970;-3.673;-2.311;2019
935;Czech Republic;Gross domestic product, constant prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;4.525;-0.595;-0.329;1.433;4.267;2.909;1.652;3.603;4.907;6.533;6.854;5.603;2.682;-4.803;2.273;1.778;-0.800;-0.484;2.715;5.309;2.451;4.353;2.846;2.566;-6.500;7.501;2019
935;Czech Republic;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;144.023;153.297;155.013;156.243;160.770;171.376;180.229;186.106;196.392;211.575;232.418;255.863;277.457;290.440;278.600;288.254;299.507;302.810;306.632;320.787;341.335;353.321;375.643;395.747;412.978;388.587;425.879;2019
935;Czech Republic;Gross domestic product per capita, constant prices;"Purchasing power parity; percent change";;Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;4.645;-0.477;-0.232;1.527;4.384;3.372;1.960;3.690;4.879;6.497;6.595;5.287;1.797;-5.555;1.919;1.539;-0.977;-0.585;2.751;5.051;2.299;4.106;2.543;2.183;-6.630;7.349;2019
935;Czech Republic;Inflation, average consumer prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2015;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;8.780;8.629;10.700;2.160;3.763;4.686;1.881;0.119;2.749;1.878;2.523;2.873;6.318;1.029;1.473;1.917;3.279;1.439;0.352;0.326;0.667;2.451;2.158;2.856;2.073;2.000;2019
935;Czech Republic;Inflation, end of period consumer prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2015;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;8.736;10.085;6.832;2.326;3.977;4.098;0.656;1.043;2.710;2.261;1.720;5.435;3.666;0.994;2.298;2.353;2.403;1.429;0.101;0.000;2.010;2.365;2.021;3.208;2.000;2.000;2019
935;Czech Republic;Unemployment rate;Percent of total labor force;;Source: Haver Analytics Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Czech koruna Data last updated: 04/2020;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;4.000;3.900;4.775;6.491;8.720;8.757;8.113;7.270;7.770;8.344;7.932;7.128;5.306;4.381;6.706;7.284;6.716;6.959;6.942;6.097;5.040;3.946;2.890;2.243;2.001;7.500;6.000;2019
935;Czech Republic;General government net lending/borrowing;Percent of GDP;;"Source: Ministry of Finance or Treasury Latest actual data: 2019 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: Projections are based on the Convergence Program and latest-available Fiscal Outlook with adjustments for macroeconomic projections from the IMF staff. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Shares and Other Equity; Insurance Technical Reserves; Financial Derivatives";n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-12.433;-3.012;-3.184;-4.182;-3.132;-3.575;-5.485;-6.356;-6.885;-2.381;-2.991;-2.172;-0.654;-1.980;-5.450;-4.190;-2.724;-3.930;-1.248;-2.099;-0.615;0.719;1.568;0.891;0.272;-4.726;-1.717;2019
935;Czech Republic;Current account balance;Percent of GDP;;Source: National Statistics Office Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-2.290;-6.152;-5.771;-1.887;-2.256;-4.408;-4.847;-5.086;-5.715;-3.736;-2.105;-2.466;-4.612;-1.870;-2.270;-3.578;-2.102;-1.559;-0.532;0.183;0.245;1.557;1.654;0.292;-0.015;-2.057;-0.860;2019
128;Denmark;Gross domestic product, constant prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1980;-0.484;-0.658;3.678;2.594;4.172;4.005;4.900;0.254;-0.008;0.642;1.473;1.397;1.959;0.008;5.329;3.029;2.905;3.260;2.213;2.948;3.749;0.823;0.467;0.388;2.668;2.342;3.912;0.908;-0.511;-4.905;1.868;1.336;0.229;0.935;1.616;2.343;3.248;2.037;2.389;2.367;-6.500;6.000;2019
