WEO Country Code;Country;Subject Descriptor;Units;Scale;Country/Series-specific Notes;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;Estimates Start After
223;Brazil;Gross domestic product per capita, constant prices;"Purchasing power parity; percent change";;Source: National Statistics Office Latest actual data: 2019 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1995 Chain-weighted: No;9.433;-6.490;-1.574;-5.451;3.108;5.689;5.408;1.627;-1.565;1.396;-6.970;-0.663;-2.165;3.248;4.184;2.628;-2.674;1.801;-1.195;-1.036;2.876;-0.023;1.730;-0.098;4.510;2.006;2.804;4.955;4.010;-1.139;6.491;3.080;1.048;2.138;-0.349;-4.384;-4.077;0.506;0.491;0.338;-5.936;2.233;2019
223;Brazil;Inflation, average consumer prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 1980. December 1980 = 100;90.227;101.737;100.574;135.020;192.121;226.029;147.137;228.327;629.118;1,430.724;2,947.733;432.772;951.956;1,927.381;2,075.827;66.008;15.757;6.926;3.196;4.859;7.044;6.840;8.450;14.714;6.598;6.870;4.184;3.641;5.678;4.888;5.039;6.636;5.404;6.204;6.329;9.030;8.740;3.446;3.665;3.733;3.555;3.305;2019
223;Brazil;Inflation, end of period consumer prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 1980. December 1980 = 100;n/a;95.655;104.804;164.000;215.279;242.248;79.656;363.414;980.221;1,972.912;1,620.966;472.685;1,119.092;2,477.148;916.433;22.409;9.564;5.225;1.656;8.940;5.974;7.673;12.530;9.300;7.601;5.690;3.142;4.457;5.902;4.312;5.909;6.503;5.839;5.911;6.408;10.673;6.288;2.947;3.745;4.306;3.010;3.268;2019
223;Brazil;Unemployment rate;Percent of total labor force;;Source: National Statistics Office Latest actual data: 2019. Employment rate (from survey) times official population estimates  the National Statistical Office (IBGE) Primary domestic currency: Brazilian real Data last updated: 04/2020;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;10.100;11.600;11.000;10.500;9.900;11.200;11.600;14.700;14.700;13.900;12.500;13.000;13.700;12.900;11.400;11.500;10.900;9.400;9.700;8.500;7.800;7.400;7.200;6.783;8.283;11.258;12.767;12.258;11.925;14.700;13.500;2019
223;Brazil;General government net lending/borrowing;Percent of GDP;;Source: Ministry of Finance or Treasury Latest actual data: 2019 Notes: General Government (GG) data refers to the non-financial public sector, which includes the federal, state and local governments as well as public enterprises (excluding Petrobras and Eletrobras), and is consolidated with the Sovereign Wealth Fund (SWF). Revenue and expenditures of federal public enterprises are added in full to the respective aggregates. Transfers or withdrawals from the SWF do not impact the primary balance. Disaggregated data on gross interest payments and interest receipts is available from 2003 onwards only. Prior to 2003, Total Revenue of the GG excludes interest receipts, while Total Expenditure of the GG includes net interest payments. In 2015, interest income is negative to account for Central Bank losses with swap operations. Fiscal assumptions: Fiscal projections for 2020 take into account the deficit target proposed in the budget guidance law and reflect policy announcements as of March 31. Those for the medium term assume compliance with the constitutional spending ceiling. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Total Revenue includes disposal of non financial assets, and Net Acquisition of Nonfinancial Assets does not net out these proceeds. Basis of recording: Cash Valuation of public debt: Nominal value Instruments included in gross and net debt: Gross public debt includes the treasury bills at the central bank's balance sheet, including those not used under repurchase agreements.;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-5.351;-5.601;-7.214;-5.173;-3.320;-3.172;-4.423;-5.182;-2.880;-3.542;-3.574;-2.739;-1.534;-3.190;-3.826;-2.467;-2.519;-2.955;-6.021;-10.254;-8.994;-7.860;-7.166;-6.017;-9.349;-6.132;2019
223;Brazil;Current account balance;Percent of GDP;;Source: Central Bank Latest actual data: 2018 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6). The authorities have submitted BOP data on BPM6 basis for 2014 and for some aggregates for 2010-2013. The remaining data is sourced from STA's BPM6 database.;-8.786;-7.005;-9.107;-4.761;0.028;-0.100;-2.147;-0.501;1.304;0.235;-0.832;-0.352;1.607;-0.138;-0.308;-2.379;-2.804;-3.489;-3.918;-4.313;-3.783;-4.236;-1.590;0.674;1.698;1.521;1.178;0.029;-1.808;-1.575;-3.579;-2.918;-3.400;-3.228;-4.130;-3.026;-1.349;-0.728;-2.204;-2.690;-1.771;-2.306;2018
918;Bulgaria;Gross domestic product, constant prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1996;5.700;5.300;4.200;3.000;4.600;1.800;5.300;4.700;2.400;-0.500;-9.100;-10.755;-8.426;-11.625;-3.665;-1.601;-8.043;-14.193;4.285;-8.281;4.782;3.817;5.953;5.152;6.442;7.154;6.802;6.557;6.086;-3.424;0.570;2.351;0.361;0.319;1.895;3.990;3.812;3.507;3.084;3.372;-4.000;6.040;2019
918;Bulgaria;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1996;49.986;57.615;63.744;68.228;73.941;77.653;83.415;89.495;94.875;98.102;92.512;85.354;79.944;72.324;71.161;71.490;66.944;58.433;61.623;57.336;61.421;65.164;70.135;75.118;82.110;90.724;99.828;109.231;118.132;114.958;116.960;122.210;125.004;127.602;132.426;139.143;145.942;153.904;162.516;170.925;165.130;178.518;2019
918;Bulgaria;Gross domestic product per capita, constant prices;"Purchasing power parity; percent change";;Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1996;5.395;4.989;3.901;2.742;4.416;1.727;5.333;4.840;2.674;-0.063;-8.523;-9.997;-7.469;-10.591;-2.514;-0.480;-7.075;-13.529;5.019;-7.845;3.721;7.217;6.565;5.752;6.994;7.741;7.351;7.102;6.555;-2.877;1.358;4.832;0.948;0.857;2.510;4.693;4.571;4.267;3.820;3.891;-3.450;6.680;2019
918;Bulgaria;Inflation, average consumer prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 Notes: As of 1997, the consumer price index has been replaced by HICP. Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015;--;0.002;2.800;2.800;2.800;2.800;2.700;2.700;2.500;6.404;23.900;333.500;82.000;72.804;96.000;62.100;123.000;1,061.206;18.679;2.572;10.318;7.358;5.813;2.348;6.149;6.038;7.416;7.572;11.951;2.469;3.039;3.386;2.391;0.385;-1.601;-1.067;-1.323;1.188;2.631;2.457;1.029;1.948;2019
918;Bulgaria;Inflation, end of period consumer prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 Notes: As of 1997, the consumer price index has been replaced by HICP. Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;69.626;64.325;4,027.829;79.416;63.800;121.900;32.900;310.800;549.206;1.633;6.970;11.256;4.822;3.814;5.640;3.966;7.394;6.093;11.563;7.191;1.637;4.450;2.039;2.763;-0.851;-1.951;-0.896;-0.502;1.796;2.310;3.100;1.000;2.400;2019
918;Bulgaria;Unemployment rate;Percent of total labor force;;Source: National Statistics Office Latest actual data: 2019 Employment type: National definition Primary domestic currency: Bulgarian lev Data last updated: 04/2020;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.025;2.900;6.780;13.240;15.840;14.050;11.370;10.988;14.023;12.367;13.790;18.134;17.514;17.416;13.857;12.192;10.177;9.022;6.935;5.664;6.878;10.306;11.350;12.379;13.038;11.524;9.233;7.666;6.230;5.200;4.200;8.000;4.500;2019
918;Bulgaria;General government net lending/borrowing;Percent of GDP;;"Source: Ministry of Finance or Treasury Latest actual data: 2019 Notes: Gross debt is calculated using the national presentation, i.e. the Government Debt Act (GDA). Net debt: gross debt, adjusted for currency depositions, debt securities, and loans of general government. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Social Security Funds; Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans";n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1.084;0.151;-0.605;-0.580;-0.614;0.003;1.593;2.187;3.221;3.088;2.734;-0.856;-3.794;-1.844;-0.436;-1.759;-3.665;-2.782;1.544;0.826;0.123;-0.968;-2.940;-1.422;2019
918;Bulgaria;Current account balance;Percent of GDP;;Source: Central Bank Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6);2.949;0.350;0.486;0.096;1.347;-0.400;-3.159;-2.063;-0.705;-1.324;-6.677;-3.065;-3.534;-19.882;-0.327;-1.265;3.591;13.536;1.144;-2.918;-3.114;-3.625;-0.625;-3.381;-4.277;-9.428;-15.280;-23.907;-22.094;-8.319;-1.735;0.330;-0.851;1.280;1.239;0.121;3.191;3.489;1.380;4.042;1.663;0.556;2019
228;Chile;Gross domestic product, constant prices;Percent change;;Source: Central Bank Latest actual data: 2019 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2013 Chain-weighted: Yes, from 2003;7.945;6.212;-13.588;-2.802;5.886;1.968;5.596;6.581;7.288;10.605;3.671;7.715;11.132;6.722;5.062;8.844;6.863;7.414;4.370;-0.466;5.350;3.297;3.093;4.082;7.194;5.762;6.322;4.912;3.545;-1.583;5.836;6.124;5.317;4.048;1.779;2.320;1.714;1.174;3.939;1.124;-4.486;5.274;2019
228;Chile;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;Source: Central Bank Latest actual data: 2019 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2013 Chain-weighted: Yes, from 2003;38.445;44.697;41.010;41.422;45.443;47.803;51.494;56.240;62.467;71.800;77.222;85.993;97.743;106.785;114.585;127.335;138.565;151.405;159.800;161.352;173.784;183.451;192.118;203.673;224.202;244.507;267.834;288.539;304.577;302.042;323.393;350.368;376.074;398.163;412.747;426.718;438.525;452.030;481.282;495.176;475.964;510.835;2019
228;Chile;Gross domestic product per capita, constant prices;"Purchasing power parity; percent change";;Source: Central Bank Latest actual data: 2019 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2013 Chain-weighted: Yes, from 2003;6.475;4.477;-14.977;-4.340;4.236;0.404;3.750;4.750;5.476;8.768;1.977;5.763;8.583;5.042;3.467;7.259;5.370;5.977;3.030;-1.697;4.108;2.121;1.965;2.997;6.089;4.708;5.253;3.832;2.430;-2.652;4.702;4.954;4.174;3.053;0.774;1.273;0.618;-0.210;2.098;-0.759;-6.210;3.887;2019
228;Chile;Inflation, average consumer prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2018. Seasonally adjusted CPI data, therefore base year does not equal to 100.;35.138;19.687;9.941;27.257;19.860;30.703;19.477;19.881;14.684;17.028;26.036;21.815;15.454;12.743;11.460;8.229;7.356;6.127;5.106;3.333;3.838;3.565;2.486;2.811;1.053;3.053;3.402;4.413;8.723;1.498;1.408;3.335;2.999;1.789;4.714;4.348;3.787;2.182;2.318;2.253;3.374;2.926;2019
228;Chile;Inflation, end of period consumer prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2018. Seasonally adjusted CPI data, therefore base year does not equal to 100.;31.238;11.170;20.687;23.418;23.599;26.837;17.349;21.133;12.300;21.199;27.235;18.775;12.932;12.472;9.166;8.337;6.695;6.041;4.663;2.318;4.554;2.666;2.866;1.100;2.444;3.671;2.607;7.861;7.088;-1.507;2.941;4.388;1.457;3.058;4.699;4.430;2.728;2.264;2.123;2.976;2.500;3.000;2019
228;Chile;Unemployment rate;Percent of total labor force;;Source: National Statistics Office Latest actual data: 2019 Employment type: Harmonized OECD definition Primary domestic currency: Chilean peso Data last updated: 04/2020;11.502;10.291;19.814;20.999;17.515;14.975;12.299;10.984;9.875;7.980;7.750;8.217;6.700;6.500;7.808;7.375;6.500;6.108;6.217;10.008;9.708;9.867;9.800;9.533;10.017;9.300;7.950;7.008;7.750;11.053;8.305;7.300;6.595;6.082;6.495;6.328;6.685;6.965;7.377;7.319;9.709;8.880;2019
228;Chile;General government net lending/borrowing;Percent of GDP;;"Source: Ministry of Finance or Treasury Latest actual data: 2018 Notes: GGCB and GGSB are approximated by the Central Government Cyclical-Adjusted Balance and Structural Balance, respectively as more than 90% of the expenditures and revenues are from the Central Government. Fiscal assumptions: Projections are based on the authorities? budget projections, adjusted to reflect the IMF staff?s projections for GDP and copper prices. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual. Some elements including tax revenues are recorded on a cash basis General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans";n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2.266;1.552;2.123;1.425;1.448;3.123;2.085;2.059;0.392;-2.031;-0.697;-0.498;-1.180;-0.420;2.048;4.543;7.459;7.909;3.934;-4.241;-0.361;1.422;0.681;-0.470;-1.490;-2.077;-2.649;-2.621;-1.465;-2.647;-6.317;-3.538;2018
228;Chile;Current account balance;Percent of GDP;;Source: Central Bank Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6);-6.837;-13.866;-9.053;-5.403;-10.501;-8.197;-6.429;-3.362;-0.898;-2.328;-1.468;-0.260;-2.071;-5.158;-2.776;-1.827;-3.965;-4.351;-4.869;0.134;-1.149;-1.616;-0.836;-0.198;3.040;1.711;4.592;4.320;-3.880;1.920;1.444;-2.742;-4.427;-4.779;-2.038;-2.384;-1.995;-2.337;-3.572;-3.934;-0.869;-1.775;2019
924;China;Gross domestic product, constant prices;Percent change;;"Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2019. Latest actual data for real GDP and expenditure breakdown is 2019. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Authorities publish production-based measure; staff estimates expenditure-based measures. Start/end months of reporting year: January/December Base year: 2015. For the national account real, we are using 2015 as base year Chain-weighted: No";7.910;5.100;9.000;10.800;15.200;13.501;8.900;11.700;11.200;4.200;3.888;9.300;14.200;13.900;13.000;10.919;9.900;9.200;7.800;7.700;8.523;8.355;9.147;10.018;10.152;11.365;12.721;14.253;9.650;9.401;10.563;9.500;7.900;7.800;7.300;6.900;6.849;6.947;6.750;6.110;1.181;9.206;2019
924;China;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;"Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2019. Latest actual data for real GDP and expenditure breakdown is 2019. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Authorities publish production-based measure; staff estimates expenditure-based measures. Start/end months of reporting year: January/December Base year: 2015. For the national account real, we are using 2015 as base year Chain-weighted: No";304.366;350.153;405.249;466.601;556.921;652.105;724.438;829.212;954.601;1,033.694;1,114.076;1,258.869;1,470.393;1,714.458;1,978.704;2,240.783;2,507.713;2,785.644;3,036.726;3,317.779;3,681.025;4,076.054;4,519.281;5,064.357;5,728.673;6,578.437;7,639.699;8,963.094;10,019.223;11,044.730;12,353.673;13,809.851;15,186.643;16,658.421;18,205.295;19,664.073;21,228.384;23,130.720;25,293.584;27,306.979;27,804.953;30,956.728;2019
924;China;Gross domestic product per capita, constant prices;"Purchasing power parity; percent change";;"Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2019. Latest actual data for real GDP and expenditure breakdown is 2019. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Authorities publish production-based measure; staff estimates expenditure-based measures. Start/end months of reporting year: January/December Base year: 2015. For the national account real, we are using 2015 as base year Chain-weighted: No";6.017;3.664;7.304;9.344;13.711;11.899;7.223;9.868;9.471;2.649;2.408;7.894;12.886;12.606;11.743;9.755;8.761;8.107;6.819;6.822;7.703;7.605;8.445;9.359;9.507;10.711;12.128;13.664;9.095;8.870;10.034;8.977;7.367;7.271;6.743;6.371;6.224;6.380;6.344;5.756;0.872;8.914;2019
924;China;Inflation, average consumer prices;Percent change;;Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2015. CPI is calculated from authorities' series reported on a PY=100 basis, with weights in the basket adjusted regularly.;n/a;2.500;2.000;2.000;2.700;9.300;6.500;7.300;18.800;18.000;3.100;3.400;6.400;14.700;24.100;17.100;8.300;2.800;-0.800;-1.400;0.400;0.700;-0.800;1.200;3.900;1.800;1.500;4.800;5.900;-0.700;3.300;5.400;2.646;2.624;1.988;1.441;2.003;1.558;2.105;2.903;3.046;2.551;2018
924;China;Inflation, end of period consumer prices;Percent change;;Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2015. CPI is calculated from authorities' series reported on a PY=100 basis, with weights in the basket adjusted regularly.;n/a;n/a;n/a;n/a;n/a;11.200;6.600;8.900;27.900;6.600;4.300;4.500;8.800;18.800;25.500;10.100;7.000;0.400;-1.000;-1.000;1.500;-0.300;-0.400;3.200;2.400;1.600;2.800;6.500;1.200;1.900;4.600;4.100;2.500;2.500;1.500;1.600;2.100;1.800;1.900;4.500;0.953;2.983;2018
924;China;Unemployment rate;Percent of total labor force;;Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2018 Notes: Reported total employment data has a definitional change from 1990 onwards Employment type: National definition Primary domestic currency: Chinese yuan Data last updated: 04/2020;4.900;3.800;3.200;2.300;1.900;1.800;2.000;2.000;2.000;2.600;2.500;2.300;2.300;2.600;2.800;2.900;3.000;3.100;3.100;3.100;3.100;3.600;4.000;4.300;4.200;4.200;4.100;4.000;4.200;4.300;4.140;4.090;4.090;4.050;4.090;4.050;4.020;3.900;3.800;3.620;4.300;3.800;2018
